event_id,timestamp,gateway_id,session_id,attack_id,transaction_id,source_ip,destination_port,protocol,amount,currency,payment_method,gateway_status,is_suspicious
PAY000897,2026-08-25 15:25:35,GW01,SES08661,BENIGN,TXN662741,10.206.54.128,443,TCPS,726.42,NAD,card,approved,0
PAY000014,2026-08-25 17:47:43,GW01,SES03431,BENIGN,TXN562174,10.64.155.43,443,TCPS,41.18,NAD,eft,approved,0
PAY000635,2026-08-25 17:55:25,GW01,SES02087,BENIGN,TXN649540,10.139.254.90,443,TCPS,650.7,NAD,card,approved,0
PAY000109,2026-08-25 17:55:40,GW01,SES07934,BENIGN,TXN657893,192.168.203.163,443,TCPS,88.68,NAD,eft,approved,0
PAY000405,2026-08-25 19:17:39,GW01,SES05952,BENIGN,TXN654102,192.168.175.236,443,TCPS,551.12,NAD,eft,approved,0
PAY000793,2026-08-25 19:21:49,GW01,SES07852,BENIGN,TXN619077,10.97.156.225,443,TCPS,643.22,NAD,eft,approved,0
PAY000038,2026-08-25 21:41:44,GW01,SES08976,BENIGN,TXN104594,10.102.206.55,443,TCPS,721.16,NAD,card,approved,0
PAY000382,2026-08-25 21:51:35,GW01,SES00233,BENIGN,TXN400909,10.90.116.213,443,TCPS,168.97,NAD,card,approved,0
PAY000596,2026-08-25 21:57:21,GW01,SES03654,BENIGN,TXN759304,192.168.20.55,443,TCPS,486.25,NAD,eft,approved,0
PAY000296,2026-08-25 22:41:29,GW01,SES07363,BENIGN,TXN665782,10.62.18.14,443,TCPS,631.11,NAD,eft,approved,0
PAY000098,2026-08-25 22:52:51,GW01,SES03403,BENIGN,TXN621712,192.168.61.24,443,TCPS,448.77,NAD,eft,approved,0
PAY000026,2026-08-25 23:01:00,GW01,SES05798,BENIGN,TXN187087,192.168.63.212,443,TCPS,674.21,NAD,eft,approved,0
PAY000994,2026-08-25 23:45:50,GW01,SES03868,BENIGN,TXN892282,10.62.82.35,443,TCPS,62.37,NAD,card,approved,0
PAY000016,2026-08-25 23:49:19,GW01,SES03839,BENIGN,TXN341124,10.88.156.111,443,TCPS,214.97,NAD,card,approved,0
PAY000326,2026-08-26 01:17:12,GW01,SES00825,BENIGN,TXN985231,10.186.149.212,443,TCPS,227.66,NAD,card,approved,0
PAY000258,2026-08-26 01:22:59,GW01,SES04564,BENIGN,TXN684973,192.168.218.29,443,TCPS,272.91,NAD,eft,approved,0
PAY000725,2026-08-26 01:26:26,GW01,SES03414,BENIGN,TXN205621,192.168.239.58,443,TCPS,273.59,NAD,card,approved,0
PAY001044,2026-08-26 01:27:34,GW01,SES09385,BENIGN,TXN433912,192.168.227.6,443,TCPS,377.14,NAD,eft,approved,0
PAY000880,2026-08-26 04:39:53,GW01,SES05347,BENIGN,TXN615459,172.20.142.45,443,TCPS,442.22,NAD,eft,approved,0
PAY000445,2026-08-26 04:53:29,GW01,SES04817,BENIGN,TXN631737,10.114.77.170,443,TCPS,350.84,NAD,eft,approved,0
PAY000520,2026-08-26 04:58:07,GW01,SES01032,BENIGN,TXN475105,192.168.36.81,443,TCPS,21.62,NAD,eft,approved,0
PAY001188,2026-08-26 06:26:00,GW01,SES06977,BENIGN,TXN359670,192.168.83.222,443,TCPS,553.59,NAD,eft,approved,0
PAY000397,2026-08-26 06:32:15,GW01,SES04266,BENIGN,TXN256711,172.31.76.75,443,TCPS,171.12,NAD,eft,approved,0
PAY000270,2026-08-26 06:42:48,GW01,SES01857,BENIGN,TXN777912,172.26.18.175,443,TCPS,612.51,NAD,card,approved,0
PAY000336,2026-08-26 06:42:49,GW01,SES05559,BENIGN,TXN467331,172.30.30.178,443,TCPS,269.72,NAD,card,approved,0
PAY000557,2026-08-26 07:14:56,GW01,SES04866,BENIGN,TXN714846,10.236.58.230,443,TCPS,502.44,NAD,card,approved,0
PAY000618,2026-08-26 07:38:17,GW01,SES06335,BENIGN,TXN850210,192.168.36.123,443,TCPS,73.26,NAD,card,approved,0
PAY000547,2026-08-26 07:40:59,GW01,SES01009,BENIGN,TXN158062,192.168.5.255,443,TCPS,90.38,NAD,card,approved,0
PAY000565,2026-08-26 08:32:13,GW01,SES09603,BENIGN,TXN700431,192.168.139.250,443,TCPS,263.33,NAD,eft,approved,0
PAY000494,2026-08-26 09:46:34,GW01,SES09506,BENIGN,TXN196699,172.27.126.101,443,TCPS,300.26,NAD,card,approved,0
PAY000791,2026-08-26 10:03:15,GW01,SES03233,BENIGN,TXN654847,192.168.149.189,443,TCPS,562.57,NAD,card,approved,0
PAY000800,2026-08-26 10:20:00,GW01,SES02776,BENIGN,TXN913547,172.16.150.115,443,TCPS,746.24,NAD,eft,approved,0
PAY001052,2026-08-26 10:49:21,GW01,SES00313,BENIGN,TXN551483,10.187.93.94,443,TCPS,561.03,NAD,eft,approved,0
PAY000034,2026-08-26 11:10:38,GW01,SES02963,BENIGN,TXN510149,10.88.108.86,443,TCPS,167.01,NAD,card,approved,0
PAY000658,2026-08-26 11:37:50,GW01,SES05195,BENIGN,TXN521406,192.168.61.186,443,TCPS,764.39,NAD,card,approved,0
PAY000358,2026-08-26 12:12:41,GW01,SES01004,BENIGN,TXN154124,172.23.124.151,443,TCPS,402.59,NAD,card,approved,0
PAY000099,2026-08-26 12:41:30,GW01,SES01219,BENIGN,TXN378793,192.168.169.237,443,TCPS,49.88,NAD,eft,approved,0
PAY000360,2026-08-26 12:53:18,GW01,SES04887,BENIGN,TXN304168,192.168.94.186,443,TCPS,159.24,NAD,eft,approved,0
PAY000614,2026-08-26 12:56:04,GW01,SES07140,BENIGN,TXN909829,10.187.103.117,443,TCPS,314.8,NAD,eft,approved,0
PAY000403,2026-08-26 14:55:26,GW01,SES03385,BENIGN,TXN876898,10.199.130.241,443,TCPS,46.41,NAD,eft,approved,0
PAY000685,2026-08-26 15:16:05,GW01,SES05681,BENIGN,TXN620640,10.80.54.199,443,TCPS,378.35,NAD,card,approved,0
PAY000961,2026-08-26 15:48:48,GW01,SES06454,BENIGN,TXN179471,192.168.90.177,443,TCPS,191.43,NAD,eft,approved,0
PAY000233,2026-08-26 16:55:49,GW01,SES05648,BENIGN,TXN860223,192.168.154.150,443,TCPS,435.56,NAD,eft,approved,0
PAY000297,2026-08-26 18:07:21,GW01,SES07704,BENIGN,TXN783283,10.206.27.169,443,TCPS,435.9,NAD,eft,approved,0
PAY000327,2026-08-26 18:19:07,GW01,SES04104,BENIGN,TXN715492,172.16.60.172,443,TCPS,341.02,NAD,eft,approved,0
PAY000466,2026-08-26 18:45:50,GW01,SES09632,BENIGN,TXN338165,10.49.100.41,443,TCPS,493.61,NAD,card,approved,0
PAY000690,2026-08-26 20:53:49,GW01,SES01718,BENIGN,TXN991056,10.16.97.182,443,TCPS,523.46,NAD,eft,approved,0
PAY000086,2026-08-26 21:16:35,GW01,SES05950,BENIGN,TXN387174,192.168.91.90,443,TCPS,222.99,NAD,card,approved,0
PAY001127,2026-08-26 21:40:20,GW01,SES04661,BENIGN,TXN957305,172.21.212.162,443,TCPS,636.97,NAD,eft,approved,0
PAY000701,2026-08-26 22:16:06,GW01,SES08862,BENIGN,TXN668268,10.135.50.60,443,TCPS,267.75,NAD,eft,approved,0
PAY000986,2026-08-26 22:24:40,GW01,SES09338,BENIGN,TXN257518,10.53.99.247,443,TCPS,253.03,NAD,eft,approved,0
PAY000768,2026-08-26 23:01:37,GW01,SES06565,BENIGN,TXN741605,192.168.144.76,443,TCPS,108.36,NAD,card,approved,0
PAY001014,2026-08-26 23:05:02,GW01,SES06456,BENIGN,TXN843277,192.168.14.38,443,TCPS,591.12,NAD,card,approved,0
PAY000901,2026-08-27 00:23:51,GW01,SES05792,BENIGN,TXN314006,10.155.176.218,443,TCPS,752.11,NAD,card,approved,0
PAY000101,2026-08-27 01:22:17,GW01,SES05512,BENIGN,TXN627642,10.226.54.227,443,TCPS,552.34,NAD,card,approved,0
PAY000851,2026-08-27 05:49:59,GW01,SES02740,BENIGN,TXN842764,192.168.24.3,443,TCPS,783.46,NAD,card,approved,0
PAY001072,2026-08-27 06:26:11,GW01,SES01959,BENIGN,TXN959295,10.187.108.132,443,TCPS,280.69,NAD,eft,approved,0
PAY000555,2026-08-27 06:28:35,GW01,SES01821,BENIGN,TXN974912,192.168.124.198,443,TCPS,481.42,NAD,eft,approved,0
PAY000718,2026-08-27 06:50:19,GW01,SES05240,BENIGN,TXN148342,172.29.212.122,443,TCPS,573.25,NAD,card,approved,0
PAY000490,2026-08-27 07:09:06,GW01,SES07546,BENIGN,TXN827191,192.168.155.184,443,TCPS,786.47,NAD,card,approved,0
PAY000724,2026-08-27 07:36:01,GW01,SES02143,BENIGN,TXN166885,172.24.43.72,443,TCPS,760.75,NAD,card,approved,0
PAY000612,2026-08-27 08:02:16,GW01,SES02046,BENIGN,TXN659893,172.22.26.58,443,TCPS,147.94,NAD,card,approved,0
PAY000287,2026-08-27 08:25:57,GW01,SES01907,BENIGN,TXN976877,192.168.235.66,443,TCPS,137.8,NAD,eft,approved,0
PAY000653,2026-08-27 08:32:32,GW01,SES06208,BENIGN,TXN690614,192.168.67.171,443,TCPS,90.39,NAD,eft,approved,0
PAY000008,2026-08-27 08:59:06,GW01,SES04722,BENIGN,TXN582760,192.168.14.229,443,TCPS,671.02,NAD,card,approved,0
PAY001099,2026-08-27 09:40:59,GW01,SES09923,BENIGN,TXN588007,172.19.124.38,443,TCPS,613.54,NAD,card,approved,0
PAY000877,2026-08-27 09:55:43,GW01,SES03507,BENIGN,TXN633471,10.195.212.69,443,TCPS,706.73,NAD,card,approved,0
PAY000870,2026-08-27 14:19:48,GW01,SES03936,BENIGN,TXN895370,172.24.156.229,443,TCPS,392.68,NAD,eft,approved,0
PAY000004,2026-08-27 14:21:04,GW01,SES01687,BENIGN,TXN713634,172.25.226.189,443,TCPS,305.44,NAD,card,approved,0
PAY000077,2026-08-27 14:32:44,GW01,SES06201,BENIGN,TXN444754,192.168.14.168,443,TCPS,372.7,NAD,eft,approved,0
PAY000126,2026-08-27 15:34:57,GW01,SES06580,BENIGN,TXN305501,172.24.110.57,443,TCPS,194.64,NAD,card,approved,0
PAY000857,2026-08-27 16:02:32,GW01,SES09096,BENIGN,TXN605066,10.25.219.79,443,TCPS,121.5,NAD,card,approved,0
PAY000193,2026-08-27 18:07:59,GW01,SES08896,BENIGN,TXN132853,10.178.32.126,443,TCPS,195.17,NAD,eft,approved,0
PAY000856,2026-08-27 18:25:53,GW01,SES05462,BENIGN,TXN402420,10.88.95.225,443,TCPS,687.18,NAD,card,approved,0
PAY000402,2026-08-27 19:17:10,GW01,SES03758,BENIGN,TXN723461,192.168.12.135,443,TCPS,269.45,NAD,card,approved,0
PAY001046,2026-08-27 21:18:21,GW01,SES01428,BENIGN,TXN988559,172.25.145.169,443,TCPS,775.63,NAD,eft,approved,0
PAY000881,2026-08-27 21:20:39,GW01,SES00144,BENIGN,TXN205801,172.31.75.197,443,TCPS,392.07,NAD,eft,approved,0
PAY000508,2026-08-27 22:32:31,GW01,SES04884,BENIGN,TXN193535,172.26.100.25,443,TCPS,201.08,NAD,card,approved,0
PAY000081,2026-08-27 23:13:08,GW01,SES01861,BENIGN,TXN405851,10.141.167.136,443,TCPS,163.64,NAD,card,approved,0
PAY001156,2026-08-27 23:14:05,GW01,SES03429,BENIGN,TXN305953,192.168.86.184,443,TCPS,230.0,NAD,card,approved,0
PAY001141,2026-08-28 02:44:43,GW01,SES03221,BENIGN,TXN212925,172.27.204.111,443,TCPS,510.37,NAD,card,approved,0
PAY001069,2026-08-28 02:59:40,GW01,SES00204,BENIGN,TXN742743,192.168.255.194,443,TCPS,435.54,NAD,card,approved,0
PAY000827,2026-08-28 03:09:13,GW01,SES02644,BENIGN,TXN750679,10.124.81.7,443,TCPS,170.29,NAD,card,approved,0
PAY000777,2026-08-28 03:56:58,GW01,SES03171,BENIGN,TXN372276,172.19.137.15,443,TCPS,202.81,NAD,eft,approved,0
PAY000056,2026-08-28 04:21:33,GW01,SES03335,BENIGN,TXN878811,172.28.199.8,443,TCPS,514.18,NAD,card,approved,0
PAY001178,2026-08-28 04:30:28,GW01,SES00734,BENIGN,TXN580786,172.24.20.41,443,TCPS,26.04,NAD,eft,approved,0
PAY000030,2026-08-28 05:23:55,GW01,SES04679,BENIGN,TXN794384,192.168.100.60,443,TCPS,176.77,NAD,eft,approved,0
PAY000815,2026-08-28 05:54:50,GW01,SES07586,BENIGN,TXN136022,10.136.1.74,443,TCPS,634.0,NAD,card,approved,0
PAY001102,2026-08-28 06:29:24,GW01,SES09617,BENIGN,TXN807288,10.205.253.187,443,TCPS,242.82,NAD,eft,approved,0
PAY001193,2026-08-28 06:44:36,GW01,SES09366,BENIGN,TXN923457,192.168.213.105,443,TCPS,298.51,NAD,card,approved,0
PAY000560,2026-08-28 06:45:02,GW01,SES08481,BENIGN,TXN884404,192.168.21.175,443,TCPS,736.05,NAD,eft,approved,0
PAY000886,2026-08-28 06:57:16,GW01,SES09324,BENIGN,TXN428840,172.30.185.50,443,TCPS,329.6,NAD,card,approved,0
PAY001137,2026-08-28 07:19:16,GW01,SES08267,BENIGN,TXN765133,172.17.250.182,443,TCPS,203.99,NAD,card,approved,0
PAY001114,2026-08-28 07:58:18,GW01,SES02355,BENIGN,TXN319813,10.117.33.130,443,TCPS,370.2,NAD,eft,approved,0
PAY000573,2026-08-28 08:10:47,GW01,SES06173,BENIGN,TXN645091,172.17.154.184,443,TCPS,90.96,NAD,eft,approved,0
PAY000606,2026-08-28 10:01:30,GW01,SES01539,BENIGN,TXN815952,192.168.150.211,443,TCPS,613.08,NAD,card,approved,0
PAY000488,2026-08-28 10:27:21,GW01,SES01637,BENIGN,TXN961352,172.26.145.248,443,TCPS,112.39,NAD,eft,approved,0
PAY000659,2026-08-28 11:09:26,GW01,SES08969,BENIGN,TXN560605,10.236.176.133,443,TCPS,88.72,NAD,card,approved,0
PAY000782,2026-08-28 12:38:41,GW01,SES05070,BENIGN,TXN917226,172.20.167.69,443,TCPS,295.51,NAD,eft,approved,0
PAY001157,2026-08-28 12:53:15,GW01,SES06789,BENIGN,TXN241537,172.17.101.235,443,TCPS,193.43,NAD,card,approved,0
PAY000909,2026-08-28 15:38:58,GW01,SES01576,BENIGN,TXN665144,172.26.187.146,443,TCPS,209.44,NAD,eft,approved,0
PAY000404,2026-08-28 15:55:42,GW01,SES03631,BENIGN,TXN209154,10.183.161.239,443,TCPS,28.87,NAD,card,approved,0
PAY000067,2026-08-28 16:47:53,GW01,SES02302,BENIGN,TXN710577,192.168.100.192,443,TCPS,486.16,NAD,card,approved,0
PAY000823,2026-08-28 16:57:00,GW01,SES01695,BENIGN,TXN622901,10.129.25.164,443,TCPS,297.98,NAD,card,approved,0
PAY001134,2026-08-28 17:25:06,GW01,SES02279,BENIGN,TXN403463,172.24.194.109,443,TCPS,557.88,NAD,card,approved,0
PAY000795,2026-08-28 18:23:12,GW01,SES09558,BENIGN,TXN168792,192.168.129.169,443,TCPS,768.91,NAD,eft,approved,0
PAY000898,2026-08-28 19:16:07,GW01,SES09643,BENIGN,TXN374688,192.168.7.39,443,TCPS,586.76,NAD,card,approved,0
PAY000464,2026-08-28 19:16:20,GW01,SES00128,BENIGN,TXN246667,172.22.238.248,443,TCPS,456.72,NAD,eft,approved,0
PAY000137,2026-08-28 19:37:10,GW01,SES06854,BENIGN,TXN289920,172.30.146.72,443,TCPS,218.06,NAD,card,approved,0
PAY000298,2026-08-28 20:21:01,GW01,SES08603,BENIGN,TXN454972,10.248.93.156,443,TCPS,248.97,NAD,eft,approved,0
PAY000973,2026-08-28 21:33:40,GW01,SES08367,BENIGN,TXN817935,192.168.63.177,443,TCPS,438.3,NAD,eft,approved,0
PAY000239,2026-08-28 21:43:59,GW01,SES01482,BENIGN,TXN925188,192.168.194.167,443,TCPS,140.82,NAD,card,approved,0
PAY000232,2026-08-28 21:44:30,GW01,SES00150,BENIGN,TXN910413,192.168.65.123,443,TCPS,229.68,NAD,eft,approved,0
PAY000920,2026-08-28 21:44:48,GW01,SES08222,BENIGN,TXN924796,10.240.231.244,443,TCPS,682.07,NAD,eft,approved,0
PAY000274,2026-08-28 23:50:06,GW01,SES03746,BENIGN,TXN870957,192.168.115.226,443,TCPS,746.5,NAD,card,approved,0
PAY001031,2026-08-28 23:59:36,GW01,SES05297,BENIGN,TXN104123,192.168.186.41,443,TCPS,403.18,NAD,eft,approved,0
PAY000398,2026-08-29 01:39:14,GW01,SES02547,BENIGN,TXN878672,172.21.239.110,443,TCPS,689.9,NAD,eft,approved,0
PAY000091,2026-08-29 02:58:48,GW01,SES06687,BENIGN,TXN249386,192.168.231.104,443,TCPS,736.95,NAD,eft,approved,0
PAY000242,2026-08-29 03:57:01,GW01,SES06525,BENIGN,TXN868330,192.168.179.162,443,TCPS,192.48,NAD,card,approved,0
PAY000262,2026-08-29 04:40:35,GW01,SES05155,BENIGN,TXN826629,172.19.21.68,443,TCPS,794.67,NAD,eft,approved,0
PAY000825,2026-08-29 05:36:25,GW01,SES02412,BENIGN,TXN279604,192.168.176.40,443,TCPS,217.09,NAD,eft,approved,0
PAY000516,2026-08-29 06:28:11,GW01,SES05593,BENIGN,TXN373065,10.159.237.153,443,TCPS,525.95,NAD,card,approved,0
PAY000616,2026-08-29 06:41:02,GW01,SES01564,BENIGN,TXN621994,172.17.116.252,443,TCPS,230.65,NAD,eft,approved,0
PAY001135,2026-08-29 06:45:03,GW01,SES04527,BENIGN,TXN584759,10.96.13.31,443,TCPS,477.07,NAD,card,approved,0
PAY001078,2026-08-29 06:56:54,GW01,SES06261,BENIGN,TXN705346,192.168.7.18,443,TCPS,337.63,NAD,card,approved,0
PAY000530,2026-08-29 07:31:12,GW01,SES00546,BENIGN,TXN825420,10.186.148.42,443,TCPS,140.45,NAD,card,approved,0
PAY000163,2026-08-29 08:51:03,GW01,SES01197,BENIGN,TXN781221,172.25.86.122,443,TCPS,270.44,NAD,card,approved,0
PAY001040,2026-08-29 11:31:50,GW01,SES06158,BENIGN,TXN263184,10.142.145.59,443,TCPS,763.67,NAD,card,approved,0
PAY000399,2026-08-29 12:22:35,GW01,SES09773,BENIGN,TXN580645,172.27.87.34,443,TCPS,412.33,NAD,eft,approved,0
PAY000866,2026-08-29 12:59:52,GW01,SES00909,BENIGN,TXN732359,192.168.33.211,443,TCPS,296.84,NAD,card,approved,0
PAY000834,2026-08-29 13:50:28,GW01,SES03640,BENIGN,TXN267933,192.168.222.118,443,TCPS,542.07,NAD,eft,approved,0
PAY000180,2026-08-29 13:59:28,GW01,SES05123,BENIGN,TXN971315,10.26.8.150,443,TCPS,489.91,NAD,eft,approved,0
PAY000833,2026-08-29 13:59:42,GW01,SES04186,BENIGN,TXN494180,192.168.1.154,443,TCPS,555.12,NAD,eft,approved,0
PAY000747,2026-08-29 14:00:54,GW01,SES01315,BENIGN,TXN759453,172.28.220.193,443,TCPS,708.85,NAD,eft,approved,0
PAY000123,2026-08-29 14:10:30,GW01,SES09793,BENIGN,TXN317633,192.168.147.162,443,TCPS,521.9,NAD,card,approved,0
PAY000799,2026-08-29 14:34:05,GW01,SES07458,BENIGN,TXN143947,10.207.60.233,443,TCPS,279.89,NAD,card,approved,0
PAY000484,2026-08-29 14:53:25,GW01,SES09405,BENIGN,TXN717213,192.168.204.79,443,TCPS,157.78,NAD,card,approved,0
PAY000400,2026-08-29 15:22:48,GW01,SES09710,BENIGN,TXN633235,172.16.68.11,443,TCPS,140.55,NAD,eft,approved,0
PAY000940,2026-08-29 15:39:13,GW01,SES06517,BENIGN,TXN453176,192.168.60.168,443,TCPS,642.09,NAD,card,approved,0
PAY000966,2026-08-29 15:40:34,GW01,SES03085,BENIGN,TXN260000,10.193.226.249,443,TCPS,631.01,NAD,card,approved,0
PAY000505,2026-08-29 16:03:13,GW01,SES05186,BENIGN,TXN537405,192.168.94.211,443,TCPS,343.69,NAD,card,approved,0
PAY000620,2026-08-29 16:37:39,GW01,SES04005,BENIGN,TXN193435,172.20.236.90,443,TCPS,458.76,NAD,card,approved,0
PAY001145,2026-08-29 16:44:56,GW01,SES01566,BENIGN,TXN947475,192.168.45.219,443,TCPS,280.03,NAD,card,approved,0
PAY000868,2026-08-29 17:06:42,GW01,SES04735,BENIGN,TXN647952,10.138.130.59,443,TCPS,48.85,NAD,eft,approved,0
PAY000655,2026-08-29 17:08:57,GW01,SES05533,BENIGN,TXN415304,172.25.35.47,443,TCPS,679.2,NAD,eft,approved,0
PAY000696,2026-08-29 17:43:53,GW01,SES02384,BENIGN,TXN682880,192.168.100.61,443,TCPS,520.27,NAD,eft,approved,0
PAY000063,2026-08-29 18:37:51,GW01,SES08091,BENIGN,TXN562014,172.18.186.71,443,TCPS,610.43,NAD,card,approved,0
PAY000820,2026-08-29 19:24:54,GW01,SES06252,BENIGN,TXN640043,192.168.56.128,443,TCPS,773.96,NAD,card,approved,0
PAY000869,2026-08-29 21:18:06,GW01,SES03872,BENIGN,TXN979882,10.248.73.37,443,TCPS,753.41,NAD,eft,approved,0
PAY000841,2026-08-29 21:25:02,GW01,SES09193,BENIGN,TXN357572,172.28.129.1,443,TCPS,165.12,NAD,eft,approved,0
PAY000020,2026-08-29 22:21:09,GW01,SES02274,BENIGN,TXN626733,10.152.95.113,443,TCPS,327.13,NAD,eft,approved,0
PAY000209,2026-08-29 22:21:56,GW01,SES03877,BENIGN,TXN313437,10.238.220.78,443,TCPS,251.83,NAD,eft,approved,0
PAY000215,2026-08-29 22:58:16,GW01,SES07371,BENIGN,TXN459767,172.28.211.200,443,TCPS,272.52,NAD,eft,approved,0
PAY000071,2026-08-29 23:12:42,GW01,SES05472,BENIGN,TXN810344,172.25.32.85,443,TCPS,493.64,NAD,card,approved,0
PAY000848,2026-08-29 23:38:06,GW01,SES05272,BENIGN,TXN618037,10.244.60.4,443,TCPS,587.61,NAD,eft,approved,0
PAY000119,2026-08-30 00:26:50,GW01,SES04350,BENIGN,TXN138338,192.168.141.136,443,TCPS,59.94,NAD,eft,approved,0
PAY000401,2026-08-30 00:53:17,GW01,SES09391,BENIGN,TXN193877,172.16.44.216,443,TCPS,263.52,NAD,card,approved,0
PAY000529,2026-08-30 01:46:19,GW01,SES06543,BENIGN,TXN345572,172.27.13.233,443,TCPS,602.1,NAD,card,approved,0
PAY000546,2026-08-30 01:46:52,GW01,SES07186,BENIGN,TXN103149,10.6.69.17,443,TCPS,531.83,NAD,card,approved,0
PAY001058,2026-08-30 01:50:28,GW01,SES05882,BENIGN,TXN469186,192.168.186.1,443,TCPS,523.74,NAD,eft,approved,0
PAY000168,2026-08-30 02:07:26,GW01,SES08314,BENIGN,TXN778622,172.29.39.57,443,TCPS,476.43,NAD,eft,approved,0
PAY001068,2026-08-30 02:29:07,GW01,SES09523,BENIGN,TXN815451,10.81.159.0,443,TCPS,543.32,NAD,eft,approved,0
PAY000498,2026-08-30 02:46:29,GW01,SES06943,BENIGN,TXN185404,192.168.75.133,443,TCPS,264.03,NAD,eft,approved,0
PAY000489,2026-08-30 03:14:07,GW01,SES02800,BENIGN,TXN167735,10.16.88.97,443,TCPS,95.74,NAD,card,approved,0
PAY001038,2026-08-30 03:28:55,GW01,SES06976,BENIGN,TXN346859,192.168.222.43,443,TCPS,269.61,NAD,card,approved,0
PAY000883,2026-08-30 03:51:29,GW01,SES00930,BENIGN,TXN508219,192.168.200.175,443,TCPS,132.26,NAD,card,approved,0
PAY000040,2026-08-30 04:33:04,GW01,SES08632,BENIGN,TXN598534,192.168.106.244,443,TCPS,461.26,NAD,eft,approved,0
PAY000065,2026-08-30 04:46:01,GW01,SES09458,BENIGN,TXN365174,10.60.237.194,443,TCPS,401.0,NAD,card,approved,0
PAY000542,2026-08-30 04:52:07,GW01,SES02713,BENIGN,TXN580723,192.168.104.117,443,TCPS,495.53,NAD,eft,approved,0
PAY000345,2026-08-30 06:02:07,GW01,SES01137,BENIGN,TXN219208,10.25.126.155,443,TCPS,467.83,NAD,eft,approved,0
PAY000111,2026-08-30 07:31:14,GW01,SES02221,BENIGN,TXN625867,192.168.210.139,443,TCPS,357.08,NAD,card,approved,0
PAY000814,2026-08-30 07:50:51,GW01,SES08148,BENIGN,TXN881742,10.104.207.69,443,TCPS,601.96,NAD,eft,approved,0
PAY000320,2026-08-30 07:54:12,GW01,SES05632,BENIGN,TXN772428,172.31.237.196,443,TCPS,231.18,NAD,eft,approved,0
PAY000741,2026-08-30 07:55:24,GW01,SES05716,BENIGN,TXN468274,10.238.156.2,443,TCPS,619.67,NAD,card,approved,0
PAY000891,2026-08-30 08:21:28,GW01,SES08480,BENIGN,TXN834691,192.168.118.224,443,TCPS,661.38,NAD,card,approved,0
PAY000623,2026-08-30 09:14:15,GW01,SES09608,BENIGN,TXN466945,192.168.40.74,443,TCPS,734.81,NAD,card,approved,0
PAY000412,2026-08-30 10:19:40,GW01,SES03289,BENIGN,TXN698005,10.189.66.225,443,TCPS,174.37,NAD,card,approved,0
PAY000006,2026-08-30 12:29:37,GW01,SES08061,BENIGN,TXN133750,172.23.115.163,443,TCPS,38.23,NAD,eft,approved,0
PAY000633,2026-08-30 12:31:31,GW01,SES07617,BENIGN,TXN167740,172.21.216.198,443,TCPS,739.76,NAD,eft,approved,0
PAY000963,2026-08-30 12:53:40,GW01,SES03212,BENIGN,TXN374012,172.23.73.14,443,TCPS,590.16,NAD,eft,approved,0
PAY000005,2026-08-30 12:57:25,GW01,SES03740,BENIGN,TXN233971,172.25.97.241,443,TCPS,42.02,NAD,card,approved,0
PAY001004,2026-08-30 14:00:40,GW01,SES03831,BENIGN,TXN490504,172.30.3.66,443,TCPS,74.35,NAD,card,approved,0
PAY000617,2026-08-30 15:50:10,GW01,SES03420,BENIGN,TXN619998,172.28.155.116,443,TCPS,87.64,NAD,card,approved,0
PAY001001,2026-08-30 16:12:50,GW01,SES06776,BENIGN,TXN937850,10.130.170.137,443,TCPS,270.75,NAD,card,approved,0
PAY000317,2026-08-30 16:17:15,GW01,SES06619,BENIGN,TXN325834,192.168.57.28,443,TCPS,244.01,NAD,card,approved,0
PAY000950,2026-08-30 16:57:41,GW01,SES05683,BENIGN,TXN302136,172.18.38.239,443,TCPS,775.69,NAD,eft,approved,0
PAY000165,2026-08-30 17:46:33,GW01,SES04742,BENIGN,TXN810329,172.30.26.125,443,TCPS,689.14,NAD,card,approved,0
PAY000144,2026-08-30 17:52:33,GW01,SES09409,BENIGN,TXN363513,172.25.85.219,443,TCPS,128.49,NAD,eft,approved,0
PAY001119,2026-08-30 18:01:42,GW01,SES04239,BENIGN,TXN282008,10.212.200.181,443,TCPS,789.92,NAD,eft,approved,0
PAY001101,2026-08-30 19:01:24,GW01,SES06101,BENIGN,TXN219079,172.29.113.190,443,TCPS,429.49,NAD,card,approved,0
PAY000974,2026-08-30 19:02:08,GW01,SES07930,BENIGN,TXN174972,172.21.254.66,443,TCPS,43.68,NAD,eft,approved,0
PAY000428,2026-08-30 19:27:45,GW01,SES09967,BENIGN,TXN786770,192.168.181.85,443,TCPS,778.88,NAD,eft,approved,0
PAY001158,2026-08-30 19:52:29,GW01,SES01392,BENIGN,TXN104492,172.26.25.0,443,TCPS,387.55,NAD,card,approved,0
PAY001149,2026-08-30 19:58:44,GW01,SES08970,BENIGN,TXN949472,10.158.68.118,443,TCPS,472.4,NAD,eft,approved,0
PAY000697,2026-08-30 22:29:19,GW01,SES05872,BENIGN,TXN830531,172.27.52.154,443,TCPS,524.89,NAD,card,approved,0
PAY000493,2026-08-30 23:46:19,GW01,SES09590,BENIGN,TXN885291,10.254.183.234,443,TCPS,351.58,NAD,card,approved,0
PAY000282,2026-08-31 00:21:21,GW01,SES06071,BENIGN,TXN245723,10.105.240.92,443,TCPS,748.5,NAD,eft,approved,0
